"screen_name";"username";"user_id";"tweet_id";"tweet_url";"timestamp";"timestamp_epochs";"text";"text_html";"links";"hashtags";"has_media";"img_urls";"video_url";"likes";"retweets";"replies";"is_replied";"is_reply_to";"parent_tweet_id";"reply_to_users" 
"MndJaya";"Komariah Juminah";"392001169";"1229182037271040000";"/MndJaya/status/1229182037271040000";"2020-02-16 23:13:29";1581894809;"#BanjirJakarta bertubi2 serang #Jakarta https://twitter.com/Galihzainur1/status/1229044442138439681 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BanjirJakarta?src=hash""><s>#</s><b><strong>BanjirJakarta</strong></b></a> bertubi2 serang <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Jakarta?src=hash""><s>#</s><b><strong>Jakarta</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Galihzainur1/status/1229044442138439681"" dir=""ltr"" href=""https://t.co/f4nAPuyajI"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Galihzainur1/status/1229044442138439681""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Galihzainur1/s</span><span class=""invisible"">tatus/1229044442138439681</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/Galihzainur1/status/1229044442138439681']";"['BanjirJakarta', 'Jakarta']";False;"[]";"";2;2;0;False;False;"";"[]"
"gustiaranugraha";"asepgustiaranugraha";"1139190759066726400";"1229180384190926849";"/gustiaranugraha/status/1229180384190926849";"2020-02-16 23:06:55";1581894415;"Bukannya dari dlu juga jakarta banjir terus, kapan jakarta ga banjir ? wilayah lain juga banjir apalagi bandung";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bukannya dari dlu juga <strong>jakarta</strong> <strong>banjir</strong> terus, kapan <strong>jakarta</strong> ga <strong>banjir</strong> ? wilayah lain juga <strong>banjir</strong> apalagi bandung</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1229000940289552384";"[{'screen_name': 'eko_kuntadhi', 'user_id': '198412976'}]"
"cecile2771";"𝐏𝐞𝐦𝐛𝐮𝐫𝐮 𝐏𝐞𝐥𝐚𝐤𝐨𝐫";"792944125695799296";"1229178055416922112";"/cecile2771/status/1229178055416922112";"2020-02-16 22:57:40";1581893860;"#BanjirJakarta https://twitter.com/jumianto_RK/status/1229174598198890497 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""und""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BanjirJakarta?src=hash""><s>#</s><b><strong>BanjirJakarta</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/jumianto_RK/status/1229174598198890497"" dir=""ltr"" href=""https://t.co/ThYqVDwsjI"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/jumianto_RK/status/1229174598198890497""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/jumianto_RK/st</span><span class=""invisible"">atus/1229174598198890497</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/jumianto_RK/status/1229174598198890497']";"['BanjirJakarta']";False;"[]";"";2;1;2;True;False;"";"[]"
"MuhammadMakhlad";"Muhammad MD";"2887494774";"1229176719690518528";"/MuhammadMakhlad/status/1229176719690518528";"2020-02-16 22:52:21";1581893541;"Oh jadi ini yang bikin gorong2 jakarta tersumbat ampe banjir bandang";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Oh jadi ini yang bikin gorong2 <strong>jakarta</strong> tersumbat ampe <strong>banjir</strong> bandang</p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1229075073232846848";"[{'screen_name': 'rapunzeela', 'user_id': '877179299119288320'}]"
"rudimulawarman_";"Tahan Emosi 😎😎😎";"3037677768";"1229172563315544064";"/rudimulawarman_/status/1229172563315544064";"2020-02-16 22:35:50";1581892550;"Survei Indo Barometer: Mayoritas Publik Nilai Ahok Paling Berhasil Tangani Banjir Jakarta - http://Kompas.com  https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani … 
Terima berapa ini lembaga survey ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Survei Indo Barometer: Mayoritas Publik Nilai Ahok Paling Berhasil Tangani <strong>Banjir</strong> <strong>Jakarta</strong> - <a class=""twitter-timeline-link"" data-expanded-url=""http://Kompas.com"" dir=""ltr"" href=""https://t.co/a6N6yy1xxv"" rel=""nofollow noopener"" target=""_blank"" title=""http://Kompas.com""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">Kompas.com</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani"" dir=""ltr"" href=""https://t.co/FxR3pWCUlD"" rel=""nofollow noopener"" target=""_blank"" title=""https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nasional.kompas.com/read/2020/02/1</span><span class=""invisible"">6/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> 
Terima berapa ini lembaga survey <img alt=""😎"" aria-label=""Emoji: Wajah tersenyum berkacamata hitam"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Wajah tersenyum berkacamata hitam""/><img alt=""😎"" aria-label=""Emoji: Wajah tersenyum berkacamata hitam"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Wajah tersenyum berkacamata hitam""/><img alt=""😎"" aria-label=""Emoji: Wajah tersenyum berkacamata hitam"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60e.png"" title=""Wajah tersenyum berkacamata hitam""/></p>";"['http://Kompas.com', 'https://nasional.kompas.com/read/2020/02/16/16594321/survei-indo-barometer-mayoritas-publik-nilai-ahok-paling-berhasil-tangani']";"[]";False;"[]";"";0;1;0;False;False;"";"[]"
"Rayu22246119";"Rayu";"1212938229332099073";"1229166812337561600";"/Rayu22246119/status/1229166812337561600";"2020-02-16 22:12:59";1581891179;"Dijatah Rp30 Miliar oleh Pemda DKI Jakarta, Bima Arya Bela Anies Soal Banjir https://www.bizlaw.id/read/18404/Dijatah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir … #AniesBaswedan #BimaArya";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Dijatah Rp30 Miliar oleh Pemda DKI <strong>Jakarta</strong>, Bima Arya Bela Anies Soal <strong>Banjir</strong> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.bizlaw.id/read/18404/Dijatah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir"" dir=""ltr"" href=""https://t.co/vXeE1E1jOY"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.bizlaw.id/read/18404/Dijatah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">bizlaw.id/read/18404/Dij</span><span class=""invisible"">atah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AniesBaswedan?src=hash""><s>#</s><b>AniesBaswedan</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/BimaArya?src=hash""><s>#</s><b>BimaArya</b></a></p>";"['https://www.bizlaw.id/read/18404/Dijatah-Rp30-Miliar-oleh-Pemda-DKI-Jakarta-Bima-Arya-Bela-Anies-Soal-Banjir']";"['AniesBaswedan', 'BimaArya']";False;"[]";"";0;0;0;False;False;"";"[]"
"BotPeak";"BotPeak!";"1070621095932252162";"1229158337301729280";"/BotPeak/status/1229158337301729280";"2020-02-16 21:39:18";1581889158;"CNNIndonesia Mari kita survey para pembaca CNNIndonesia , Gubernur mana yg lebih SUKSES atasi Banjir Jakarta, antar basuki_btp - jokowi - aniesbaswedan ..???John_Nelwan3";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">CNNIndonesia Mari kita survey para pembaca CNNIndonesia , Gubernur mana yg lebih SUKSES atasi <strong>Banjir</strong> <strong>Jakarta</strong>, antar basuki_btp - jokowi - aniesbaswedan ..???John_Nelwan3</p>";"[]";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"superUnknownnn";"ADIJAYA NUSANTARA 🇮🇩";"131582044";"1229158169122721792";"/superUnknownnn/status/1229158169122721792";"2020-02-16 21:38:38";1581889118;"Kolam Jakarta... alhamdulillah!

Banjir berkah! Banjir Berkah!

Dukung @aniesbaswedan jadi PESINDEN2024 !";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Kolam <strong>Jakarta</strong>... alhamdulillah!

<strong>Banjir</strong> berkah! <strong>Banjir</strong> Berkah!

Dukung <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""110312278"" dir=""ltr"" href=""/aniesbaswedan""><s>@</s><b>aniesbaswedan</b></a> jadi PESINDEN2024 !</p>";"[]";"[]";False;"[]";"";1;0;0;False;True;"1229029545224724485";"[{'screen_name': 'jumianto_RK', 'user_id': '903306838552092672'}]"
"aditya_agaasa";"aditya aga saputra";"838347931";"1229138782852538368";"/aditya_agaasa/status/1229138782852538368";"2020-02-16 20:21:36";1581884496;"Jaman ke jaman / tahun ke tahun sama aja rumah gua masih kena banjir juga gak ngaruh jaman siapa itu. Banjir juga kan tergantung dengan debit curah hujannya... Buat gua gak ada yg sukses buat nanganin banjir di Jakarta......";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Jaman ke jaman / tahun ke tahun sama aja rumah gua masih kena <strong>banjir</strong> juga gak ngaruh jaman siapa itu. <strong>Banjir</strong> juga kan tergantung dengan debit curah hujannya... Buat gua gak ada yg sukses buat nanganin <strong>banjir</strong> di <strong>Jakarta</strong>......</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1228966560418557953";"[{'screen_name': 'CNNIndonesia', 'user_id': '17128975'}]"
"junus_danny";"Danny Junus";"975487035262754816";"1229134949627772929";"/junus_danny/status/1229134949627772929";"2020-02-16 20:06:22";1581883582;"BANJIR JAKARTA, SALAH ANIES BASWEDAN | GUBERNUR TERBODOH??? https://youtu.be/SDc2J1W7tpg  via @YouTube";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>BANJIR</strong> <strong>JAKARTA</strong>, SALAH ANIES BASWEDAN | GUBERNUR TERBODOH??? <a class=""twitter-timeline-link"" data-expanded-url=""https://youtu.be/SDc2J1W7tpg"" dir=""ltr"" href=""https://t.co/YbP2fVeGGr"" rel=""nofollow noopener"" target=""_blank"" title=""https://youtu.be/SDc2J1W7tpg""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">youtu.be/SDc2J1W7tpg</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""10228272"" dir=""ltr"" href=""/YouTube""><s>@</s><b>YouTube</b></a></p>";"['https://youtu.be/SDc2J1W7tpg']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"KeLokasi";"Alamat Penjualan Alat Pijat Kaki Elektrik";"3068331429";"1229127261535686656";"/KeLokasi/status/1229127261535686656";"2020-02-16 19:35:49";1581881749;"https://m.kaskus.co.id/thread/5a7bd2da54c07ada5e8b4569/?ref=profile&med=thread … banjir ddi jakarta  Of It How Far Would You Get On This Season Of The ""Bachelor""? We Know How Old You Are Based On The Aesthetic Images You Pick Don't Freak Out When We Reveal If You're Left Or Right Handed";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-timeline-link"" data-expanded-url=""https://m.kaskus.co.id/thread/5a7bd2da54c07ada5e8b4569/?ref=profile&amp;med=thread"" dir=""ltr"" href=""https://t.co/0ejjGRpcpN"" rel=""nofollow noopener"" target=""_blank"" title=""https://m.kaskus.co.id/thread/5a7bd2da54c07ada5e8b4569/?ref=profile&amp;med=thread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">m.kaskus.co.id/thread/5a7bd2d</span><span class=""invisible"">a54c07ada5e8b4569/?ref=profile&amp;med=thread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <strong>banjir</strong> ddi <strong>jakarta</strong>  Of It How Far Would You Get On This Season Of The ""Bachelor""? We Know How Old You Are Based On The Aesthetic Images You Pick Don't Freak Out When We Reveal If You're Left Or Right Handed</p>";"['https://m.kaskus.co.id/thread/5a7bd2da54c07ada5e8b4569/?ref=profile&med=thread']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"Megatop99";"Dek Megatop";"278039207";"1229125976182816768";"/Megatop99/status/1229125976182816768";"2020-02-16 19:30:43";1581881443;"Intermezo Pagi ini:
CARA PERMANEN UNTUK MENCEGAH BANJIR DI JAKARTA ADALAH DENGAN CARA MENIADAKAN MUSIM PANAS DI BENUA AUSTRALIA...
@YRadianto
@mochamadarip
@elHurryKoRn
@PantunJ2P
@FirzaHusain
@kantayu 
@Ngk0ngR0s3s__ 
@MoelyonovDjalil";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Intermezo Pagi ini:
CARA PERMANEN UNTUK MENCEGAH <strong>BANJIR</strong> DI <strong>JAKARTA</strong> ADALAH DENGAN CARA MENIADAKAN MUSIM PANAS DI BENUA AUSTRALIA...<img alt=""😁"" aria-label=""Emoji: Wajah menyeringai dengan mata tersenyum"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f601.png"" title=""Wajah menyeringai dengan mata tersenyum""/><img alt=""😁"" aria-label=""Emoji: Wajah menyeringai dengan mata tersenyum"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f601.png"" title=""Wajah menyeringai dengan mata tersenyum""/><img alt=""👍"" aria-label=""Emoji: Thumbs up"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44d.png"" title=""Thumbs up""/><img alt=""👍"" aria-label=""Emoji: Thumbs up"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f44d.png"" title=""Thumbs up""/>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2542665199"" dir=""ltr"" href=""/YRadianto""><s>@</s><b>YRadianto</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""127932614"" dir=""ltr"" href=""/mochamadarip""><s>@</s><b>mochamadarip</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""592670569"" dir=""ltr"" href=""/elHurryKoRn""><s>@</s><b>elHurryKoRn</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""858732900300103680"" dir=""ltr"" href=""/PantunJ2P""><s>@</s><b>PantunJ2P</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""816805902804099072"" dir=""ltr"" href=""/FirzaHusain""><s>@</s><b>FirzaHusain</b></a>
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3233128724"" dir=""ltr"" href=""/kantayu""><s>@</s><b>kantayu</b></a> 
@Ngk0ngR0s3s__ 
<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1042052560083988486"" dir=""ltr"" href=""/MoelyonovDjalil""><s>@</s><b>MoelyonovDjalil</b></a></p>";"[]";"[]";False;"[]";"";10;3;2;True;False;"";"[]"
"settamets";"Hidayatulloh Slamet";"73448865";"1229118561248923648";"/settamets/status/1229118561248923648";"2020-02-16 19:01:15";1581879675;"Jakarta ujan tapi tempat saya tinggal ga banjir wleeee 
Yaelah naek commuter line jg sampe, follow dulu ah mbanya.";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Jakarta</strong> ujan tapi tempat saya tinggal ga <strong>banjir</strong> wleeee <img alt=""😛"" aria-label=""Emoji: Face with tongue"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f61b.png"" title=""Face with tongue""/>
Yaelah naek commuter line jg sampe, follow dulu ah mbanya.</p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1229114894462541825";"[{'screen_name': 'srihandyn_', 'user_id': '2974188016'}]"
"srihandyn_";"srihandayani";"2974188016";"1229118263684026369";"/srihandyn_/status/1229118263684026369";"2020-02-16 19:00:04";1581879604;"Jakarta juga kena hujan kan? Sampe banjir hehe, berarti masih tetanggaan kita, Eh kita :p";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Jakarta</strong> juga kena hujan kan? Sampe <strong>banjir</strong> hehe, berarti masih tetanggaan kita, Eh kita :p</p>";"[]";"[]";False;"[]";"";0;0;1;True;True;"1229114894462541825";"[{'screen_name': 'settamets', 'user_id': '73448865'}]"
"TobaNauli2";"Toba Nauli";"977446664888754176";"1229102795413868544";"/TobaNauli2/status/1229102795413868544";"2020-02-16 17:58:36";1581875916;"Awas kebalik....
Prabowo paling sukses tangani banjir Jakarta.";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Awas kebalik....
Prabowo paling sukses tangani <strong>banjir</strong> <strong>Jakarta</strong>.</p>";"[]";"[]";False;"[]";"";0;0;0;False;True;"1228976772395331584";"[{'screen_name': 'Raj4Purwa', 'user_id': '1214324845636308992'}]"
"candatika";"•◡•";"545117076";"1229101870901149696";"/candatika/status/1229101870901149696";"2020-02-16 17:54:56";1581875696;"sepanjang cimahi-padalarang macet+hujan, lanjut terus kehujanan, sampe bekasi kena banjir, ke jakarta udah ujan lagi, nilai plusnya doi sabar bgt pic.twitter.com/7fppa27krn";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">sepanjang cimahi-padalarang macet+hujan, lanjut terus kehujanan, sampe bekasi kena <strong>banjir</strong>, ke <strong>jakarta</strong> udah ujan lagi, <img alt=""💔"" aria-label=""Emoji: Patah hati"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f494.png"" title=""Patah hati""/>nilai plusnya doi sabar bgt<img alt=""💙"" aria-label=""Emoji: Hati biru"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f499.png"" title=""Hati biru""/> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/7fppa27krn"">pic.twitter.com/7fppa27krn</a></p>";"[]";"[]";True;"['https://pbs.twimg.com/media/EQ6loWZU0AEjQ87.jpg']";"";1;0;1;True;False;"";"[]"
"citrai9";"citra99";"1190009475500871680";"1229100195511558144";"/citrai9/status/1229100195511558144";"2020-02-16 17:48:16";1581875296;"Jokowi Soal Banjir Jakarta https://citraindonesia.com/jokowi-soal-banjir-jakarta/ …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Jokowi Soal <strong>Banjir</strong> <strong>Jakarta</strong> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://citraindonesia.com/jokowi-soal-banjir-jakarta/"" dir=""ltr"" href=""https://t.co/sjcy0Pw9Mm"" rel=""nofollow noopener"" target=""_blank"" title=""https://citraindonesia.com/jokowi-soal-banjir-jakarta/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">citraindonesia.com/jokowi-soal-ba</span><span class=""invisible"">njir-jakarta/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://citraindonesia.com/jokowi-soal-banjir-jakarta/']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"John_Nelwan";"John Nelwan";"97204202";"1229100113991090176";"/John_Nelwan/status/1229100113991090176";"2020-02-16 17:47:57";1581875277;"Mari kita survey para pembaca @tempodotco , Guberner mana yg lebih BERHASIL atasi Banjir Jakarta, diantara @basuki_btp - @jokowi - @aniesbaswedan ....??";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mari kita survey para pembaca <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18129942"" dir=""ltr"" href=""/tempodotco""><s>@</s><b>tempodotco</b></a> , Guberner mana yg lebih BERHASIL atasi <strong>Banjir</strong> <strong>Jakarta</strong>, diantara <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115286138"" dir=""ltr"" href=""/basuki_btp""><s>@</s><b>basuki_btp</b></a> - <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""366987179"" dir=""ltr"" href=""/jokowi""><s>@</s><b>jokowi</b></a> - <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""110312278"" dir=""ltr"" href=""/aniesbaswedan""><s>@</s><b>aniesbaswedan</b></a> ....??</p>";"[]";"[]";False;"[]";"";1;5;0;False;True;"1229015956413796355";"[{'screen_name': 'tempodotco', 'user_id': '18129942'}]"
"kompasiana";"Kompasiana";"23786106";"1229096874361012224";"/kompasiana/status/1229096874361012224";"2020-02-16 17:35:05";1581874505;"Ahok Lebih Unggul Atasi Banjir dan Macet Jakarta, Bagaimana dengan Anies? http://dlvr.it/RQ8VRY ";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ahok Lebih Unggul Atasi <strong>Banjir</strong> dan Macet <strong>Jakarta</strong>, Bagaimana dengan Anies? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://dlvr.it/RQ8VRY"" dir=""ltr"" href=""https://t.co/esyhgc11S9"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/RQ8VRY""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/RQ8VRY</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>";"['http://dlvr.it/RQ8VRY']";"[]";False;"[]";"";28;10;12;True;False;"";"[]"
"Riyan_Lq";"HeartCore ⚡";"458952701";"1229096439910846465";"/Riyan_Lq/status/1229096439910846465";"2020-02-16 17:33:21";1581874401;"Ada yang menetes tapi bukan air mata.
Ada yang banjir tapi bukan jakarta.

Iya mulut ku :( :( :( https://twitter.com/tersrhh/status/1228999694547730433 …";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Ada yang menetes tapi bukan air mata.
Ada yang <strong>banjir</strong> tapi bukan <strong>jakarta</strong>.

Iya mulut ku :( :( :( <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/tersrhh/status/1228999694547730433"" dir=""ltr"" href=""https://t.co/d7wOt1nv8o"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/tersrhh/status/1228999694547730433""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/tersrhh/status</span><span class=""invisible"">/1228999694547730433</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>";"['https://twitter.com/tersrhh/status/1228999694547730433']";"[]";False;"[]";"";0;0;0;False;False;"";"[]"
"John_Nelwan";"John Nelwan";"97204202";"1229095761150742528";"/John_Nelwan/status/1229095761150742528";"2020-02-16 17:30:39";1581874239;"Mari kita survey para pembaca @detikcom , Guberner mana yg lebih BERHASIL atasi Banjir Jakarta, diantara @basuki_btp - @jokowi - @aniesbaswedan ....??";"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Mari kita survey para pembaca <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""69183155"" dir=""ltr"" href=""/detikcom""><s>@</s><b>detikcom</b></a> , Guberner mana yg lebih BERHASIL atasi <strong>Banjir</strong> <strong>Jakarta</strong>, diantara <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115286138"" dir=""ltr"" href=""/basuki_btp""><s>@</s><b>basuki_btp</b></a> - <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""366987179"" dir=""ltr"" href=""/jokowi""><s>@</s><b>jokowi</b></a> - <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""110312278"" dir=""ltr"" href=""/aniesbaswedan""><s>@</s><b>aniesbaswedan</b></a> ....??</p>";"[]";"[]";False;"[]";"";2;4;4;True;True;"1228993458205085696";"[{'screen_name': 'detikcom', 'user_id': '69183155'}]"
